"item_id","root_name","disease_id","disease_name","calculated_dw","article_number","title","authors","pubmed","PMID","doi","DOI","pmc","PMCID","pubtypes","weight"
"40","Cherry",35,"Coronary Disease",100,7,"Effect on hematologic risk factors for coronary heart disease of a cholesterol reducing diet.","Jenkins DJ, Kendall CW, Nguyen TH, Teitel J, Marchie A, Chiu M, Taha AY, Faulkner DA, Kemp T, Wong JM, de Souza R, Emam A, Trautwein EA, Lapsley KG, Holmes C, Josse RG, Leiter LA, Singer W","https://pubmed.ncbi.nlm.nih.gov/17136042/","17136042","https://doi.org/10.1038/sj.ejcn.1602551","10.1038/sj.ejcn.1602551","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"43","Sharon",35,"Coronary Disease",20,1,"HealthMap: a cluster randomised trial of interactive health plans and self-management support to prevent coronary heart disease in people with HIV.","Dodson S, Klassen KM, McDonald K, Millard T, Osborne RH, Battersby MW, Fairley CK, Simpson JA, Lorgelly P, Tonkin A, Roney J, Slavin S, Sterjovski J, Brereton M, Lewin SR, Crooks L, Watson J, Kidd MR, Williams I, Elliott JH","https://pubmed.ncbi.nlm.nih.gov/26945746/","26945746","https://doi.org/10.1186/s12879-016-1422-5","10.1186/s12879-016-1422-5","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4779564/","PMC4779564","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"43","Sharon",35,"Coronary Disease",20,2,"Acetaminophen and experimental acute myocardial infarction.","Hale SL, Kloner RA","https://pubmed.ncbi.nlm.nih.gov/15162073/","15162073","https://doi.org/10.1023/B:CARD.0000029029.90975.51","10.1023/B:CARD.0000029029.90975.51","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"44","Apple with Pear",35,"Coronary Disease",1,1,"Consumption of flavonoid-rich fruits and risk of CHD: a prospective cohort study.","Yang Y, Dong JY, Cui R, Muraki I, Yamagishi K, Sawada N, Iso H, Tsugane S, Japan Public Health Center-based Prospective Study Group","https://pubmed.ncbi.nlm.nih.gov/32513342/","32513342","https://doi.org/10.1017/S0007114520001993","10.1017/S0007114520001993","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"47","Tangerine",35,"Coronary Disease",14,1,"Acute myocardial infarction associated with dietary supplements containing 1,3-dimethylamylamine and Citrus aurantium.","Smith TB, Staub BA, Natarajan GM, Lasorda DM, Poornima IG","https://pubmed.ncbi.nlm.nih.gov/24512406/","24512406","https://doi.org/10.14503/THIJ-12-2870","10.14503/THIJ-12-2870","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3967491/","PMC3967491","Case Reports, Journal Article",2
"47","Tangerine",35,"Coronary Disease",14,2,"Grapefruit pectin inhibits hypercholesterolemia and atherosclerosis in miniature swine.","Baekey PA, Cerda JJ, Burgin CW, Robbins FL, Rice RW, Baumgartner TG","https://pubmed.ncbi.nlm.nih.gov/2852566/","2852566","https://doi.org/10.1002/clc.4960110903","10.1002/clc.4960110903","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"47","Tangerine",35,"Coronary Disease",14,3,"Inhibition of atherosclerosis by dietary pectin in microswine with sustained hypercholesterolemia.","Cerda JJ, Normann SJ, Sullivan MP, Burgin CW, Robbins FL, Vathada S, Leelachaikul P","https://pubmed.ncbi.nlm.nih.gov/8124813/","8124813","https://doi.org/10.1161/01.cir.89.3.1247","10.1161/01.cir.89.3.1247","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"47","Tangerine",35,"Coronary Disease",14,4,"Naringenin inhibits angiotensin II-induced vascular smooth muscle cells proliferation and migration and decreases neointimal hyperplasia in balloon injured rat carotid arteries through suppressing oxidative stress.","Xu C, Chen J, Zhang J, Hu X, Zhou X, Lu Z, Jiang H","https://pubmed.ncbi.nlm.nih.gov/23912743/","23912743","https://doi.org/10.1248/bpb.b13-00247","10.1248/bpb.b13-00247","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"47","Tangerine",35,"Coronary Disease",14,5,"Quantity and variety in fruit and vegetable intake and risk of coronary heart disease.","Bhupathiraju SN, Wedick NM, Pan A, Manson JE, Rexrode KM, Willett WC, Rimm EB, Hu FB","https://pubmed.ncbi.nlm.nih.gov/24088718/","24088718","https://doi.org/10.3945/ajcn.113.066381","10.3945/ajcn.113.066381","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3831537/","PMC3831537","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",0
"47","Tangerine",35,"Coronary Disease",14,6,"Preventive effect of yuzu and hesperidin on left ventricular remodeling and dysfunction in rat permanent left anterior descending coronary artery occlusion model.","Yu HY, Ahn JH, Park SW, Jung YS","https://pubmed.ncbi.nlm.nih.gov/25559243/","25559243","https://doi.org/10.1371/journal.pone.0110596","10.1371/journal.pone.0110596","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4283954/","PMC4283954","Journal Article, Research Support, Non-U.S. Gov't",0
