id,productId,root_name,diseaseId,disease,articles_count,category,calculated_dw,article_number,title,pubmed,PMID,doi,DOI,pmc,PMCID,pubtypes,disease_rates,diseases_rate_all_null,ai_extracted_types,ai_calculated_rate,disease_rate_combination,name,item_name,another_item,processing_status,dynamic_root_causes,labs,createdAt,updatedAt
2212563,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,7,Effect of pomegranate seed oil supplementation on the GLUT-4 gene expression and glycemic control in obese people with type 2 diabetes: A randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/30945297/,30945297,https://doi.org/10.1002/jcp.28561,10.1002/jcp.28561,No PMC available,NULL,"Journal Article, Randomized Controlled Trial",4,NULL,NULL,NULL,4,"Pomegranate and Diabetes Mellitus, Type 2",Pomegranate,NULL,capsule,"{""3406"":{""name"":""abnormality in glucose transporter type 4 (GLUT-4) function"",""benefit_exactly"":""GLUT-4 gene expression was increased significantly in the PSO group."",""benefit_descriptive"":""Pomegranate seed oil supplementation significantly increased GLUT-4 gene expression, which is crucial for glucose transport and insulin sensitivity.""}}","[{""type"":""fasting_plasma_glucose"",""name"":""fasting blood sugar (FBS)"",""benefit"":""FBS was significantly decreased."",""short_description"":""Pomegranate seed oil supplementation led to a significant reduction in fasting blood sugar levels."",""quantity"":null},{""type"":""oral_glucose_tolerance_test"",""name"":""quantitative insulin sensitivity check index"",""benefit"":""Within-group changes in quantitative insulin sensitivity check index were significant in the PSO group."",""short_description"":""Pomegranate seed oil supplementation improved insulin sensitivity as indicated by significant changes in the quantitative insulin sensitivity check index."",""quantity"":null}]",2026-06-04 16:43:10.654+02,2026-06-05 17:49:40.102+02
2212564,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,23,Ethnic variations in the risk of hypoglycaemia among people with Type 2 diabetes prescribed insulins and/or sulfonylureas: a historical cohort study using general practice-recorded data.,https://pubmed.ncbi.nlm.nih.gov/30264528/,30264528,https://doi.org/10.1111/dme.13828,10.1111/dme.13828,No PMC available,NULL,"Journal Article, Multicenter Study",3,0,NULL,NULL,0,"Tropical and Diabetes Mellitus, Type 2",NULL,Pomegranate,NULL,{},NULL,2026-06-04 21:03:27.151+02,2026-06-04 21:03:30.941+02
2212565,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,12,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,"Citrosept and Diabetes Mellitus, Type 2",NULL,Pomegranate,raw,"{""2889"":{""name"":""insulin resistance"",""benefit_exactly"":null,""benefit_descriptive"":null}}","[{""type"":""fasting_plasma_glucose"",""name"":""postprandial glycemic response"",""benefit"":""reduced"",""short_description"":""Reduced postprandial glycemic response"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02
2212566,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,13,Punicic acid: A potential compound of pomegranate seed oil in Type 2 diabetes mellitus management.,https://pubmed.ncbi.nlm.nih.gov/30317607/,30317607,https://doi.org/10.1002/jcp.27556,10.1002/jcp.27556,No PMC available,NULL,"Journal Article, Review",2,NULL,NULL,NULL,2,"Pomegranate and Diabetes Mellitus, Type 2",Pomegranate,NULL,Pomegranate seed oil (PSO),"{""2888"":{""name"":""Oxidative stress"",""benefit_exactly"":""antioxidant properties"",""benefit_descriptive"":""Punicic acid exhibits antioxidant effects, reducing oxidative stress in T2DM.""},""2895"":{""name"":""Inflammation"",""benefit_exactly"":""reducing inflammatory cytokines"",""benefit_descriptive"":""Punicic acid reduces inflammatory cytokines, which helps manage inflammation in T2DM.""},""3014"":{""name"":""Glucose homeostasis"",""benefit_exactly"":""modulating glucose homeostasis"",""benefit_descriptive"":""Punicic acid helps regulate glucose levels, improving metabolic control in T2DM.""}}",NULL,2026-06-04 16:43:10.654+02,2026-06-04 21:03:30.941+02
2212567,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,14,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,"Fruit Salad and Diabetes Mellitus, Type 2",NULL,Pomegranate,natural occurrence,"{""2885"":{""name"":""nonalcoholic fatty liver disease"",""benefit_exactly"":""The intake of EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid reduces liver fat accumulation and improves liver function.""},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":""The intake of EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid improves insulin sensitivity and reduces insulin resistance.""},""2899"":{""name"":""type 2 diabetes"",""benefit_exactly"":""The intake of EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid helps manage type 2 diabetes by improving metabolic health.""},""2962"":{""name"":""obesity"",""benefit_exactly"":""The intake of EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid helps reduce obesity and related metabolic issues.""},""3047"":{""name"":""atherosclerosis"",""benefit_exactly"":""The intake of EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""benefit_descriptive"":""Ellagic acid helps prevent the development of atherosclerosis.""}}",NULL,2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02
2212568,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,15,An Overview of Plant Phenolic Compounds and Their Importance in Human Nutrition and Management of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/27754463/,27754463,https://doi.org/10.3390/molecules21101374,10.3390/molecules21101374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6274266/,PMC6274266,"Journal Article, Review",2,NULL,NULL,NULL,2,"Fruit Salad and Diabetes Mellitus, Type 2",NULL,Pomegranate juice,juice,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""Some polyphenol-rich foods, for instance grape, grape seed extract, pomegranate juice and cranberry juice, have been reported to play a beneficial part in reducing cardiovascular risk elements in patients with metabolic syndrome and type 2 diabetes."",""benefit_descriptive"":""Pomegranate juice helps reduce oxidative stress and cardiovascular risk in patients with metabolic syndrome and type 2 diabetes.""}}",NULL,2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02
2212569,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,24,Polyphenols and Glycemic Control.,https://pubmed.ncbi.nlm.nih.gov/26742071/,26742071,https://doi.org/10.3390/nu8010017,10.3390/nu8010017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4728631/,PMC4728631,"Journal Article, Review",2,0,NULL,NULL,0,"Chocolate Butter and Diabetes Mellitus, Type 2",NULL,Pomegranate,consumed as part of a diet,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":null,""benefit_descriptive"":null},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":null,""benefit_descriptive"":null},""5412"":{""name"":""glucose homeostasis"",""benefit_exactly"":null,""benefit_descriptive"":null}}",NULL,2026-06-04 18:56:47.786+02,2026-06-04 21:03:30.941+02
2212570,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,25,Anthocyanins: Potential Therapeutic Approaches towards Obesity and Diabetes Mellitus Type 2.,https://pubmed.ncbi.nlm.nih.gov/36770906/,36770906,https://doi.org/10.3390/molecules28031237,10.3390/molecules28031237,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9919338/,PMC9919338,"Journal Article, Review",2,0,NULL,NULL,0,"Fruit Salad and Diabetes Mellitus, Type 2",NULL,Pomegranate,raw,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":null,""benefit_descriptive"":null},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":null,""benefit_descriptive"":null},""2895"":{""name"":""inflammation"",""benefit_exactly"":null,""benefit_descriptive"":null}}",NULL,2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02
2212571,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,16,Health Effects of Coffee: Mechanism Unraveled?,https://pubmed.ncbi.nlm.nih.gov/32575704/,32575704,https://doi.org/10.3390/nu12061842,10.3390/nu12061842,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7353358/,PMC7353358,"Journal Article, Review",2,NULL,NULL,NULL,2,"Fruits and Diabetes Mellitus, Type 2",NULL,Pomegranate,habitual consumption,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""The cellular response is characterized by an increased expression of a large number of genes involved in antioxidative, detoxifying or repair mechanisms, this is also observed in vivo."",""benefit_descriptive"":""Pomegranate consumption induces an adaptive cellular response that upregulates antioxidant and detoxifying enzymes, reducing oxidative stress.""},""2895"":{""name"":""inflammation"",""benefit_exactly"":""There may be a mild favorable anti-inflammatory response of the immune system to coffee consumption, but possible effects do not appear to reach clinical significance."",""benefit_descriptive"":""Pomegranate consumption may mildly reduce inflammation, though the effect is not clinically significant.""}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""hdl_c_direct"",""name"":""HDL cholesterol"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""total_cholesterol"",""name"":""total cholesterol"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""triglycerides"",""name"":""triglycerides"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""uric_acid"",""name"":""uric acid"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 16:46:39.74+02,2026-06-04 21:03:30.941+02
2212572,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,17,Protective Role of Dietary Polyphenols in the Management and Treatment of Type 2 Diabetes Mellitus.,https://pubmed.ncbi.nlm.nih.gov/39861406/,39861406,https://doi.org/10.3390/nu17020275,10.3390/nu17020275,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11767469/,PMC11767469,"Journal Article, Review",2,NULL,NULL,NULL,2,"Fruit Salad and Diabetes Mellitus, Type 2",NULL,Pomegranate,extract,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""Polyphenols are able to protect pancreatic β-cells from oxidative stress both through antioxidant effects and by activating anti-apoptosis signalling."",""benefit_descriptive"":""Polyphenols protect pancreatic β-cells from oxidative stress through antioxidant effects and anti-apoptosis signaling.""},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":""Polyphenols moderate insulin resistance through several mechanisms. They can serve as inhibitors of IRS protein phosphorylation, promoters of GLUT4 translocation, enhancers of Akt phosphorylation, and efficient ROS scavengers."",""benefit_descriptive"":""Polyphenols inhibit IRS protein phosphorylation, promote GLUT4 translocation, enhance Akt phosphorylation, and scavenge ROS to moderate insulin resistance.""},""2895"":{""name"":""inflammation"",""benefit_exactly"":""Polyphenols suppress the production of pro-inflammatory cytokines, including interleukin (IL)-6, IL-8, tumour necrosis factor-alpha (TNF-α) via the inhibited activation of mitogen-activated protein kinases (MAPKs) and nuclear factor kappa B (NF-κB) pathways, and subsequently alleviate inflammatory processes."",""benefit_descriptive"":""Polyphenols suppress pro-inflammatory cytokines and inhibit MAPKs and NF-κB pathways to alleviate inflammation.""},""2932"":{""name"":""gut dysbiosis"",""benefit_exactly"":""Polyphenols and their microbiota-derived metabolites can effectively modulate gut microbiota balance and improve glucose metabolism by promoting the growth of beneficial bacteria, including Bifidobacterium, Akkermansia, and Faecalibacterium prausnitzii."",""benefit_descriptive"":""Polyphenols modulate gut microbiota balance and improve glucose metabolism by promoting beneficial bacteria.""}}","[{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":""Polyphenols from guava tea, coffee, cocoa, olive oil, propolis, red wine, chocolate, blueberries, and grape seeds have demonstrated antidiabetic impacts in T2DM patients by enhancing glucose metabolism, lowering insulin resistance, HbA1c, and ameliorating vascular function."",""short_description"":""Polyphenols lower HbA1c levels in T2DM patients."",""quantity"":null},{""type"":""glucose"",""name"":""blood glucose"",""benefit"":""Polyphenols in vinegar extract restored gut composition and upregulated levels of Bacteroidetes, and decreased blood glucose and inflammation."",""short_description"":""Polyphenols decrease blood glucose levels and inflammation."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02
2212573,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,18,Pomegranate juice: a heart-healthy fruit juice.,https://pubmed.ncbi.nlm.nih.gov/19146506/,19146506,https://doi.org/10.1111/j.1753-4887.2008.00133.x,10.1111/j.1753-4887.2008.00133.x,No PMC available,NULL,"Journal Article, Review",2,NULL,NULL,NULL,2,"Life Extension High Potency Antioxidant and Diabetes Mellitus, Type 2",NULL,Pomegranate,juice,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""decreased lipid peroxidation in patients with type 2 diabetes"",""benefit_descriptive"":""Reduced lipid peroxidation in diabetic patients""},""2895"":{""name"":""inflammation"",""benefit_exactly"":""anti-inflammatory effects"",""benefit_descriptive"":""Exhibited anti-inflammatory properties""},""2897"":{""name"":""hypertension"",""benefit_exactly"":""decreased systolic blood pressure and serum angiotensin converting enzyme activity in hypertensive patients"",""benefit_descriptive"":""Lowered systolic blood pressure and reduced angiotensin converting enzyme activity in hypertensive patients""},""3047"":{""name"":""atherosclerosis"",""benefit_exactly"":""significantly reduced atherosclerotic lesion areas in immune-deficient mice"",""benefit_descriptive"":""Reduced atherosclerotic lesion areas in mice""}}","[{""type"":""lipid_panel"",""name"":""atherosclerotic lesion areas"",""benefit"":""significantly reduced atherosclerotic lesion areas in immune-deficient mice"",""short_description"":""Reduced atherosclerotic lesion areas in mice"",""quantity"":null},{""type"":""lipid_panel"",""name"":""intima media thickness"",""benefit"":""decreased intima media thickness in cardiac patients on medications"",""short_description"":""Reduced intima media thickness in cardiac patients"",""quantity"":null},{""type"":""lipid_panel"",""name"":""lipid peroxidation"",""benefit"":""decreased lipid peroxidation in patients with type 2 diabetes"",""short_description"":""Reduced lipid peroxidation in diabetic patients"",""quantity"":null},{""type"":""lipid_panel"",""name"":""systolic blood pressure"",""benefit"":""decreased systolic blood pressure and serum angiotensin converting enzyme activity in hypertensive patients"",""short_description"":""Lowered systolic blood pressure in hypertensive patients"",""quantity"":null},{""type"":""lipid_panel"",""name"":""serum angiotensin converting enzyme activity"",""benefit"":""decreased systolic blood pressure and serum angiotensin converting enzyme activity in hypertensive patients"",""short_description"":""Reduced angiotensin converting enzyme activity in hypertensive patients"",""quantity"":null}]",2026-06-04 18:11:05.684+02,2026-06-04 21:03:30.941+02
2212574,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,26,New Insights into the Efficacy of Aspalathin and Other Related Phytochemicals in Type 2 Diabetes-A Review.,https://pubmed.ncbi.nlm.nih.gov/35008779/,35008779,https://doi.org/10.3390/ijms23010356,10.3390/ijms23010356,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8745648/,PMC8745648,"Journal Article, Review",2,0,NULL,NULL,0,"Citrosept and Diabetes Mellitus, Type 2",NULL,Pomegranate,"raw, processed","{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":null,""benefit_descriptive"":null},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":null,""benefit_descriptive"":null},""2895"":{""name"":""inflammation"",""benefit_exactly"":null,""benefit_descriptive"":null}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 18:32:17.958+02,2026-06-04 21:03:30.941+02
2212575,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,8,"The effect of pomegranate fresh juice versus pomegranate seed powder on metabolic indices, lipid profile, inflammatory biomarkers, and the histopathology of pancreatic islets of Langerhans in streptozotocin-nicotinamide induced type 2 diabetic Sprague-Dawley rats.",https://pubmed.ncbi.nlm.nih.gov/28288617/,28288617,https://doi.org/10.1186/s12906-017-1667-6,10.1186/s12906-017-1667-6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5348881/,PMC5348881,Journal Article,0,NULL,"Clinical Trial, Comparative Study",4,4,"Granini and Diabetes Mellitus, Type 2",NULL,Pomegranate,fresh juice and seed powder,"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""The high phytochemical content and other advantageous micronutrients in fresh fruits and vegetables has been ascribed to their role of human health improvement."",""benefit_descriptive"":""Pomegranate's phytochemicals help reduce oxidative stress, improving overall health.""},""2893"":{""name"":""hyperglycemia"",""benefit_exactly"":""PJ and PS treatment had slight but non-significant reduction of plasma glucose concentration."",""benefit_descriptive"":""Pomegranate juice and seed powder show a slight reduction in plasma glucose levels.""},""2895"":{""name"":""inflammation"",""benefit_exactly"":""The administration of PJ and PS significantly reduced the levels of plasma inflammatory biomarkers, which were actively raised in diabetic rats."",""benefit_descriptive"":""Pomegranate juice and seed powder reduce inflammatory biomarkers in diabetic rats.""},""3012"":{""name"":""hyperlipidemia"",""benefit_exactly"":""PJ lowered the plasma total cholesterol (TC) and triglyceride (TG) significantly, and low-density lipoproteins (LDL) non-significantly compared to DC group."",""benefit_descriptive"":""Pomegranate juice significantly reduces total cholesterol and triglycerides, and non-significantly reduces LDL.""}}","[{""type"":""glucose"",""name"":""Plasma glucose"",""benefit"":""PJ and PS treatment had slight but non-significant reduction of plasma glucose concentration."",""short_description"":""Pomegranate juice and seed powder slightly reduce plasma glucose levels."",""quantity"":null},{""type"":""total_cholesterol"",""name"":""Total cholesterol (TC)"",""benefit"":""PJ lowered the plasma total cholesterol (TC) significantly."",""short_description"":""Pomegranate juice significantly reduces total cholesterol levels."",""quantity"":null},{""type"":""triglycerides"",""name"":""Triglycerides (TG)"",""benefit"":""PJ lowered the plasma triglyceride (TG) significantly."",""short_description"":""Pomegranate juice significantly reduces triglyceride levels."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""Low-density lipoproteins (LDL)"",""benefit"":""PJ lowered the low-density lipoproteins (LDL) non-significantly."",""short_description"":""Pomegranate juice non-significantly reduces LDL levels."",""quantity"":null},{""type"":""hdl_cholesterol"",""name"":""High-density lipoproteins (HDL)"",""benefit"":""PS treatment significantly raised plasma HDL levels compared to the DC rats."",""short_description"":""Pomegranate seed powder significantly increases HDL levels."",""quantity"":null},{""type"":""insulin"",""name"":""Plasma insulin"",""benefit"":""PJ and PS treatment had no impact on plasma insulin compared to diabetic control (DC) group."",""short_description"":""Pomegranate juice and seed powder do not significantly affect plasma insulin levels."",""quantity"":null},{""type"":""c_reactive_protein"",""name"":""Inflammatory biomarkers (IL-6, TNF-α, NF-κB)"",""benefit"":""The administration of PJ and PS significantly reduced the levels of plasma inflammatory biomarkers, which were actively raised in diabetic rats."",""short_description"":""Pomegranate juice and seed powder significantly reduce inflammatory biomarkers."",""quantity"":null}]",2026-06-04 17:06:58.02+02,2026-06-04 21:03:30.941+02
2212576,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,9,Effects of pomegranate aril juice and its punicalagin on some key regulators of insulin resistance and oxidative liver injury in streptozotocin-nicotinamide type 2 diabetic rats.,https://pubmed.ncbi.nlm.nih.gov/31006095/,31006095,https://doi.org/10.1007/s11033-019-04813-8,10.1007/s11033-019-04813-8,No PMC available,NULL,Journal Article,0,NULL,"Clinical Trial, Comparative Study",4,4,"Pomegranate and Diabetes Mellitus, Type 2",Pomegranate,NULL,pomegranate aril juice (PAJ) and its punicalagin (PCG),"{""2888"":{""name"":""oxidative stress"",""benefit_exactly"":""PAJ (especially at the high dose) alleviated significantly (P < 0.05-0.001) most signs of type 2 diabetes including body-weight loss, insulin resistance (IR) and hyperglycemia through decreasing serum tumor necrosis factor-α concentration and the expression of hepatic c-Jun N-terminal kinase, and increasing the skeletal muscle weight and the expression of hepatic insulin receptor substrate-1 in STZ-NA diabetic rats."",""benefit_descriptive"":""PAJ reduced oxidative stress by decreasing lipid peroxidation and nitric oxide production in the liver.""},""2889"":{""name"":""insulin resistance"",""benefit_exactly"":""PAJ (especially at the high dose) alleviated significantly (P < 0.05-0.001) most signs of type 2 diabetes including body-weight loss, insulin resistance (IR) and hyperglycemia through decreasing serum tumor necrosis factor-α concentration and the expression of hepatic c-Jun N-terminal kinase, and increasing the skeletal muscle weight and the expression of hepatic insulin receptor substrate-1 in STZ-NA diabetic rats."",""benefit_descriptive"":""PAJ significantly reduced insulin resistance in diabetic rats by modulating inflammatory markers and improving insulin signaling pathways.""}}","[{""type"":""glucose"",""name"":""serum glucose"",""benefit"":""PAJ (especially at the high dose) alleviated significantly (P < 0.05-0.001) most signs of type 2 diabetes including body-weight loss, insulin resistance (IR) and hyperglycemia through decreasing serum tumor necrosis factor-α concentration and the expression of hepatic c-Jun N-terminal kinase, and increasing the skeletal muscle weight and the expression of hepatic insulin receptor substrate-1 in STZ-NA diabetic rats."",""short_description"":""PAJ significantly reduced hyperglycemia in diabetic rats."",""quantity"":null},{""type"":""c_reactive_protein"",""name"":""serum tumor necrosis factor-α"",""benefit"":""PAJ (especially at the high dose) alleviated significantly (P < 0.05-0.001) most signs of type 2 diabetes including body-weight loss, insulin resistance (IR) and hyperglycemia through decreasing serum tumor necrosis factor-α concentration and the expression of hepatic c-Jun N-terminal kinase, and increasing the skeletal muscle weight and the expression of hepatic insulin receptor substrate-1 in STZ-NA diabetic rats."",""short_description"":""PAJ significantly decreased serum tumor necrosis factor-α levels."",""quantity"":null},{""type"":""lipid_panel"",""name"":""hepatic lipid peroxidation"",""benefit"":""PAJ decreased significantly (P < 0.001) the oxidative liver injury in STZ-NA diabetic rats through decreasing the hepatic lipid peroxidation and nitric oxide production, and improving the hepatic antioxidant defense system."",""short_description"":""PAJ significantly reduced hepatic lipid peroxidation."",""quantity"":null},{""type"":""lipid_panel"",""name"":""hepatic nitric oxide production"",""benefit"":""PAJ decreased significantly (P < 0.001) the oxidative liver injury in STZ-NA diabetic rats through decreasing the hepatic lipid peroxidation and nitric oxide production, and improving the hepatic antioxidant defense system."",""short_description"":""PAJ significantly reduced hepatic nitric oxide production."",""quantity"":null}]",2026-06-04 16:43:10.654+02,2026-06-04 21:03:30.941+02
2212577,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,27,"Higher intakes of nutrients are linked with a lower risk of cardiovascular diseases, type 2 diabetes mellitus, arthritis, and depression among Korean adults.",https://pubmed.ncbi.nlm.nih.gov/35114428/,35114428,https://doi.org/10.1016/j.nutres.2021.11.003,10.1016/j.nutres.2021.11.003,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8802568/,PMC8802568,Journal Article,0,0,"Observational Study, Comparative Study",3,0,"Fruits and Diabetes Mellitus, Type 2",NULL,Pomegranate,raw,{},NULL,2026-06-04 16:46:39.74+02,2026-06-04 21:03:30.941+02
2212578,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,10,Cholesterol-lowering effect of concentrated pomegranate juice consumption in type II diabetic patients with hyperlipidemia.,https://pubmed.ncbi.nlm.nih.gov/17048194/,17048194,https://doi.org/10.1024/0300-9831.76.3.147,10.1024/0300-9831.76.3.147,No PMC available,NULL,Journal Article,0,NULL,Clinical Trial,4,4,"Citrosept and Diabetes Mellitus, Type 2",NULL,Pomegranate,concentrated juice,"{""3012"":{""name"":""hyperlipidemia"",""benefit_exactly"":""significant reductions were seen in total cholesterol (p < 0.006), low-density lipoprotein-cholesterol (LDL-c) (p < 0.006), LDL-c/high-density lipoprotein-cholesterol (HDL-c) (p < 0.001), and total cholesterol/HDL-c (p < 0.001)"",""benefit_descriptive"":""Reduced total cholesterol, LDL-c, and improved cholesterol ratios, indicating improved lipid profile.""}}","[{""type"":""total_cholesterol"",""name"":""total cholesterol"",""benefit"":""significant reductions were seen in total cholesterol (p < 0.006)"",""short_description"":""Significant reduction in total cholesterol levels."",""quantity"":null},{""type"":""ldl_cholesterol"",""name"":""low-density lipoprotein-cholesterol (LDL-c)"",""benefit"":""significant reductions were seen in low-density lipoprotein-cholesterol (LDL-c) (p < 0.006)"",""short_description"":""Significant reduction in LDL-c levels."",""quantity"":null},{""type"":""hdl_c_direct"",""name"":""high-density lipoprotein-cholesterol (HDL-c)"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""triglycerides"",""name"":""serum triacylglycerol"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 18:35:06.682+02,2026-06-04 21:03:30.941+02
2212579,59,Pomegranate,28,"Diabetes Mellitus, Type 2",27,ready,295,11,Pomegranate seed oil consumption during a period of high-fat feeding reduces weight gain and reduces type 2 diabetes risk in CD-1 mice.,https://pubmed.ncbi.nlm.nih.gov/19079947/,19079947,https://doi.org/10.1017/S0007114508159001,10.1017/S0007114508159001,No PMC available,NULL,Journal Article,0,NULL,Clinical Trial,4,4,"Vegetable Oil and Diabetes Mellitus, Type 2",NULL,Pomegranate seed oil,supplemented in diet,"{""2889"":{""name"":""insulin resistance"",""benefit_exactly"":""POMo intake was associated with an improvement in insulin sensitivity"",""benefit_descriptive"":""Improved insulin sensitivity, suggesting reduced risk of type 2 diabetes.""},""3019"":{""name"":""weight gain"",""benefit_exactly"":""POMo only altered body weight accumulation, final body weight"",""benefit_descriptive"":""Reduced weight gain and final body weight in mice.""}}","[{""type"":""total_cholesterol"",""name"":""total cholesterol"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""hdl_c_direct"",""name"":""HDL"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""triglycerides"",""name"":""TAG"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""glucose"",""name"":""glucose"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""insulin"",""name"":""insulin"",""benefit"":""POMo intake was associated with an improvement in insulin sensitivity"",""short_description"":""Improved insulin sensitivity, suggesting reduced risk of type 2 diabetes."",""quantity"":null},{""type"":""adipokines"",""name"":""leptin"",""benefit"":""HF mice had a greater concentration of leptin compared to HF + POMo mice"",""short_description"":""Reduced leptin levels, indicating less adipose tissue accumulation."",""quantity"":null},{""type"":""adipokines"",""name"":""adiponectin"",""benefit"":""HF + POMo mice had a higher concentration of adiponectin compared to HF mice"",""short_description"":""Increased adiponectin levels, suggesting improved metabolic health."",""quantity"":null},{""type"":""c_reactive_protein"",""name"":""C-reactive protein"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""haptoglobin"",""name"":""haptoglobin"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 20:40:52.991+02,2026-06-04 21:03:30.941+02
