id,productId,root_name,diseaseId,disease,articles_count,category,calculated_dw,article_number,title,pubmed,PMID,doi,DOI,pmc,PMCID,pubtypes,disease_rates,diseases_rate_all_null,ai_extracted_types,ai_calculated_rate,disease_rate_combination,name,item_name,another_item,processing_status,dynamic_root_causes,labs,createdAt,updatedAt,scientific_name,code,foundation_url,icd_title,ai_pubtypes
2212561,0,healthy plate model,5,cardiovascular disease,32,ready,0,21,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,healthy plate model and cardiovascular disease,NULL,Pomegranate Aril,balanced meal composition,"{""22"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""The Healthy Plate Model helps reduce the risk of cardiovascular diseases by promoting balanced meals with appropriate portions of vegetables, fruits, and proteins.""},""23"":{""name"":""excess calorie intake"",""benefit_exactly"":""Servings of street food are also associated with larger amounts of carbohydrate and protein, thus exposing the consumers to excess calorie intake and increasing cardio-metabolic risks"",""benefit_descriptive"":""The Healthy Plate Model helps regulate calorie intake by balancing macronutrients, reducing the risk of excess calorie consumption.""}}","[{""type"":""triglycerides"",""name"":""raised triglycerides"",""benefit"":""raised triglycerides (13%)"",""short_description"":""The intervention aimed to reduce raised triglyceride levels among participants."",""quantity"":null},{""type"":""hdl_c_direct"",""name"":""low high-density lipoprotein (HDL)"",""benefit"":""low high-density lipoprotein (HDL)"",""short_description"":""The intervention aimed to improve HDL levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,,http://id.who.int/icd/entity/2079332103,Circulatory system,Clinical Trial
2212561,775,fruits,1,type 2 diabetes mellitus,1,ready,16,1,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,fruits and type 2 diabetes mellitus,NULL,Pomegranate Aril,subsidized and incorporated into meals,"{""20"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""Incorporating fruits into meals helps reduce the risk of type 2 diabetes by promoting healthier eating practices.""}}","[{""type"":""glucose"",""name"":""raised blood glucose"",""benefit"":""raised blood glucose (6.6%)"",""short_description"":""Incorporating fruits into meals aimed to reduce raised blood glucose levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Clinical Trial
2212561,0,healthy plate model,1,type 2 diabetes mellitus,32,ready,0,21,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,healthy plate model and type 2 diabetes mellitus,NULL,Pomegranate Aril,balanced meal composition,"{""20"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""The Healthy Plate Model helps reduce the risk of type 2 diabetes by promoting balanced meals with appropriate portions of vegetables, fruits, and proteins.""},""21"":{""name"":""excess calorie intake"",""benefit_exactly"":""Servings of street food are also associated with larger amounts of carbohydrate and protein, thus exposing the consumers to excess calorie intake and increasing cardio-metabolic risks"",""benefit_descriptive"":""The Healthy Plate Model helps regulate calorie intake by balancing macronutrients, reducing the risk of excess calorie consumption.""}}","[{""type"":""glucose"",""name"":""raised blood glucose"",""benefit"":""raised blood glucose (6.6%)"",""short_description"":""The intervention aimed to reduce raised blood glucose levels among participants."",""quantity"":null},{""type"":""triglycerides"",""name"":""raised triglycerides"",""benefit"":""raised triglycerides (13%)"",""short_description"":""The intervention aimed to reduce raised triglyceride levels among participants."",""quantity"":null},{""type"":""hdl_c_direct"",""name"":""low high-density lipoprotein (HDL)"",""benefit"":""low high-density lipoprotein (HDL)"",""short_description"":""The intervention aimed to improve HDL levels among participants."",""quantity"":null},{""type"":""fasting_plasma_glucose"",""name"":""fasting plasma glucose"",""benefit"":""raised blood glucose (6.6%)"",""short_description"":""The intervention aimed to reduce fasting plasma glucose levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Clinical Trial
2212561,799,vegetables,1,type 2 diabetes mellitus,1,ready,16,1,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,vegetables and type 2 diabetes mellitus,NULL,Pomegranate Aril,subsidized and incorporated into meals,"{""20"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""Incorporating vegetables into meals helps reduce the risk of type 2 diabetes by promoting healthier eating practices.""}}","[{""type"":""glucose"",""name"":""raised blood glucose"",""benefit"":""raised blood glucose (6.6%)"",""short_description"":""Incorporating vegetables into meals aimed to reduce raised blood glucose levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Clinical Trial
2212561,775,fruits,5,cardiovascular disease,2,ready,16,1,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,fruits and cardiovascular disease,NULL,Pomegranate Aril,subsidized and incorporated into meals,"{""22"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""Incorporating fruits into meals helps reduce the risk of cardiovascular diseases by promoting healthier eating practices.""}}","[{""type"":""triglycerides"",""name"":""raised triglycerides"",""benefit"":""raised triglycerides (13%)"",""short_description"":""Incorporating fruits into meals aimed to reduce raised triglyceride levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,,http://id.who.int/icd/entity/2079332103,Circulatory system,Clinical Trial
2212561,799,vegetables,5,cardiovascular disease,1,ready,16,1,"The effectiveness of interventions to reduce cardio-metabolic risk factors among regular street food consumers in Dar es Salaam, Tanzania: The pre-post findings from a cluster randomized trial (Registered by Pan African clinical trial registry with trial # PACTR202208642850935).",https://pubmed.ncbi.nlm.nih.gov/37967111/,37967111,https://doi.org/10.1371/journal.pone.0289289,10.1371/journal.pone.0289289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10650998/,PMC10650998,"Randomized Controlled Trial, Journal Article",4,0,NULL,NULL,4,vegetables and cardiovascular disease,NULL,Pomegranate Aril,subsidized and incorporated into meals,"{""22"":{""name"":""unhealthy eating practices"",""benefit_exactly"":""Meals designed after the HPM have a protective effect from NCDs including type2 diabetes and cardiovascular diseases"",""benefit_descriptive"":""Incorporating vegetables into meals helps reduce the risk of cardiovascular diseases by promoting healthier eating practices.""}}","[{""type"":""triglycerides"",""name"":""raised triglycerides"",""benefit"":""raised triglycerides (13%)"",""short_description"":""Incorporating vegetables into meals aimed to reduce raised triglyceride levels among participants."",""quantity"":null}]",2026-06-04 20:46:26.092+02,2026-06-05 17:49:40.102+02,,,http://id.who.int/icd/entity/2079332103,Circulatory system,Clinical Trial
2212562,0,omega-3 polyunsaturated fatty acids,1,type 2 diabetes mellitus,32,ready,0,22,"Treatment with high-dose n-3 PUFAs has no effect on platelet function, coagulation, metabolic status or inflammation in patients with atherosclerosis and type 2 diabetes.",https://pubmed.ncbi.nlm.nih.gov/28410617/,28410617,https://doi.org/10.1186/s12933-017-0523-9,10.1186/s12933-017-0523-9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391604/,PMC5391604,"Journal Article, Multicenter Study, Randomized Controlled Trial",4,0,NULL,NULL,0,omega-3 polyunsaturated fatty acids and type 2 diabetes mellitus,NULL,Pomegranate,supplementation,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":null,""benefit_descriptive"":null},""14"":{""name"":""systemic low-grade inflammation"",""benefit_exactly"":null,""benefit_descriptive"":null},""15"":{""name"":""metabolic syndrome"",""benefit_exactly"":null,""benefit_descriptive"":null}}","[{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""insulin"",""name"":""insulin level"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""lipid_panel"",""name"":""lipid profiles"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""adipokines"",""name"":""leptin and adiponectin levels"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 17:29:20.317+02,2026-06-05 17:49:40.102+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Randomized Controlled Trial
2212562,0,omega-3 polyunsaturated fatty acids,2,atherosclerosis,32,ready,0,22,"Treatment with high-dose n-3 PUFAs has no effect on platelet function, coagulation, metabolic status or inflammation in patients with atherosclerosis and type 2 diabetes.",https://pubmed.ncbi.nlm.nih.gov/28410617/,28410617,https://doi.org/10.1186/s12933-017-0523-9,10.1186/s12933-017-0523-9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5391604/,PMC5391604,"Journal Article, Multicenter Study, Randomized Controlled Trial",4,0,NULL,NULL,0,omega-3 polyunsaturated fatty acids and atherosclerosis,NULL,Pomegranate,supplementation,"{""16"":{""name"":""enhanced platelet reactivity"",""benefit_exactly"":null,""benefit_descriptive"":null},""17"":{""name"":""enhanced secondary hemostasis"",""benefit_exactly"":null,""benefit_descriptive"":null}}","[{""type"":""c_reactive_protein"",""name"":""high-sensitivity C-reactive protein"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""triglycerides"",""name"":""triglyceride levels"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 17:29:20.317+02,2026-06-05 17:49:40.102+02,,8B11.0,http://id.who.int/icd/entity/1070137396,Cerebral ischaemic stroke due to extracranial large artery atherosclerosis,Randomized Controlled Trial
2212563,63,pomegranate,1,type 2 diabetes mellitus,19,ready,285,9,Effect of pomegranate seed oil supplementation on the GLUT-4 gene expression and glycemic control in obese people with type 2 diabetes: A randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/30945297/,30945297,https://doi.org/10.1002/jcp.28561,10.1002/jcp.28561,No PMC available,NULL,"Journal Article, Randomized Controlled Trial",4,NULL,NULL,NULL,4,pomegranate and type 2 diabetes mellitus,Pomegranate,NULL,oil,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""Within-group changes in fasting blood sugar (FBS) and quantitative insulin sensitivity check index were significant in the PSO group."",""benefit_descriptive"":""Pomegranate seed oil improved insulin sensitivity and reduced fasting blood sugar levels.""},""4"":{""name"":""abnormality in glucose transporter type 4 (GLUT-4) function"",""benefit_exactly"":""GLUT-4 gene expression was increased significantly in the PSO group."",""benefit_descriptive"":""Pomegranate seed oil supplementation increased GLUT-4 gene expression in diabetic patients.""}}","[{""type"":""fasting_plasma_glucose"",""name"":""fasting blood sugar (FBS)"",""benefit"":""Within-group changes in fasting blood sugar (FBS) were significant in the PSO group. After adjusting the age, gender, and baseline values, FBS was significantly decreased."",""short_description"":""FBS levels significantly decreased after pomegranate seed oil supplementation."",""quantity"":null},{""type"":""insulin"",""name"":""quantitative insulin sensitivity check index"",""benefit"":""Within-group changes in quantitative insulin sensitivity check index were significant in the PSO group."",""short_description"":""Insulin sensitivity improved in the PSO group."",""quantity"":null}]",2026-06-04 16:43:10.654+02,2026-06-05 17:49:40.102+02,Punica granatum,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Randomized Controlled Trial
2212564,0,sulfonylurea,1,type 2 diabetes mellitus,32,ready,0,23,Ethnic variations in the risk of hypoglycaemia among people with Type 2 diabetes prescribed insulins and/or sulfonylureas: a historical cohort study using general practice-recorded data.,https://pubmed.ncbi.nlm.nih.gov/30264528/,30264528,https://doi.org/10.1111/dme.13828,10.1111/dme.13828,No PMC available,NULL,"Journal Article, Multicenter Study",3,0,NULL,NULL,0,sulfonylurea and type 2 diabetes mellitus,NULL,Pomegranate,prescribed,"{""7"":{""name"":""hypoglycemia"",""benefit_exactly"":null,""benefit_descriptive"":null}}","[{""type"":""glucose"",""name"":""hypoglycemia"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 21:03:27.151+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Observational Study
2212565,0,plant-based diet,1,type 2 diabetes mellitus,32,ready,0,12,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,plant-based diet and type 2 diabetes mellitus,NULL,Pomegranate,dietary pattern,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""high adherence to a plant-based versus animal-based diet was associated with a lower risk of insulin resistance"",""benefit_descriptive"":""Reduces insulin resistance""}}","[{""type"":""glucose"",""name"":""glucose tolerance"",""benefit"":""improve carbohydrate metabolism and glucose tolerance"",""short_description"":""Improves glucose tolerance"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,24,apples,1,type 2 diabetes mellitus,3,ready,12,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,apples and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""apples are rich in bioactive polyphenols and were found to decrease postprandial blood glucose"",""benefit_descriptive"":""Reduces postprandial blood glucose""}}","[{""type"":""glucose"",""name"":""postprandial blood glucose"",""benefit"":""apples are rich in bioactive polyphenols and were found to decrease postprandial blood glucose"",""short_description"":""Reduces postprandial blood glucose"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,Malus domestica,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,63,pomegranate,1,type 2 diabetes mellitus,19,ready,285,12,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,pomegranate and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""beverages containing pomegranate polyphenols (mainly tannins) were found to reduce the postprandial glycemic response to a bread meal"",""benefit_descriptive"":""Reduces postprandial glycemic response""}}","[{""type"":""glucose"",""name"":""postprandial glycemic response"",""benefit"":""beverages containing pomegranate polyphenols (mainly tannins) were found to reduce the postprandial glycemic response to a bread meal"",""short_description"":""Reduces postprandial glycemic response"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,Punica granatum,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,237,onion,1,type 2 diabetes mellitus,1,ready,4,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,onion and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""onion bulbs and its active components may be considered as prophylactic or therapeutic agents against diabetes through a variety of mechanisms including an antioxidant, α-glucosidase, and α-amylase inhibitory effect, up-regulation of adiponectin receptors, reduction of insulin resistance and glucose intestinal absorption"",""benefit_descriptive"":""Reduces insulin resistance and glucose absorption""}}","[{""type"":""glucose"",""name"":""glucose intestinal absorption"",""benefit"":""onion bulbs and its active components may be considered as prophylactic or therapeutic agents against diabetes through a variety of mechanisms including an antioxidant, α-glucosidase, and α-amylase inhibitory effect, up-regulation of adiponectin receptors, reduction of insulin resistance and glucose intestinal absorption"",""short_description"":""Reduces glucose intestinal absorption"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,Allium cepa,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,260,broccoli,1,type 2 diabetes mellitus,1,ready,4,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,broccoli and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""the consumption of 10 g/day of broccoli sprouts for 4 weeks resulted in a significant decrease in fasting serum insulin concentration and HOMA-index"",""benefit_descriptive"":""Reduces fasting serum insulin concentration""}}","[{""type"":""insulin"",""name"":""fasting serum insulin concentration"",""benefit"":""the consumption of 10 g/day of broccoli sprouts for 4 weeks resulted in a significant decrease in fasting serum insulin concentration and HOMA-index"",""short_description"":""Reduces fasting serum insulin concentration"",""quantity"":""10 g/day""},{""type"":""hba1c"",""name"":""HOMA-index"",""benefit"":""the consumption of 10 g/day of broccoli sprouts for 4 weeks resulted in a significant decrease in fasting serum insulin concentration and HOMA-index"",""short_description"":""Reduces HOMA-index"",""quantity"":""10 g/day""}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,Brassica oleracea var. italica,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,468,flavonoids,1,type 2 diabetes mellitus,1,ready,4,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,flavonoids and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""an increase in the total dietary flavonoids intake by approximately 500 mg/day is associated with a significant decrease of the risk to develop type 2 diabetes"",""benefit_descriptive"":""Reduces risk of type 2 diabetes""}}","[{""type"":""glucose"",""name"":""glucose metabolism"",""benefit"":""diets rich in polyphenols, particularly flavonoids, play a role in the prevention of type 2 diabetes"",""short_description"":""Improves glucose metabolism"",""quantity"":""500 mg/day""}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,457,anthocyanins,1,type 2 diabetes mellitus,3,ready,12,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,anthocyanins and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""anthocyanins-rich diets with substantial consumption of specific whole fruits, including blueberries, grapes, and apples, was significantly associated with a reduced risk of diabetes"",""benefit_descriptive"":""Reduces risk of type 2 diabetes""}}","[{""type"":""hba1c"",""name"":""glycated hemoglobin"",""benefit"":""purified anthocyanins moderately reduced glycated hemoglobin"",""short_description"":""Lowers glycated hemoglobin levels"",""quantity"":null},{""type"":""glucose"",""name"":""post-prandial glucose"",""benefit"":""consumption of anthocyanins for more than 8 weeks in doses of more than 300 mg/day significantly decreases fasting and post-prandial glucose"",""short_description"":""Reduces postprandial glucose levels"",""quantity"":""300 mg/day""}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212565,852,whole grains,1,type 2 diabetes mellitus,1,ready,4,1,Polyphenols Rich Diets and Risk of Type 2 Diabetes.,https://pubmed.ncbi.nlm.nih.gov/33923263/,33923263,https://doi.org/10.3390/nu13051445,10.3390/nu13051445,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8146556/,PMC8146556,"Journal Article, Review",2,NULL,NULL,NULL,2,whole grains and type 2 diabetes mellitus,NULL,Pomegranate,dietary intake,"{""1"":{""name"":""insulin resistance"",""benefit_exactly"":""inverse associations between whole-grain intake, fasting insulin, and insulin sensitivity have been reported"",""benefit_descriptive"":""Improves insulin sensitivity""}}","[{""type"":""glucose"",""name"":""postprandial hyperglycemia"",""benefit"":""ferulic acid contained in whole grains decreases cellular glucose uptake into epithelial cells in the small intestine and therefore might account for the attenuation of postprandial hyperglycemia by inhibition of glucose absorption"",""short_description"":""Reduces postprandial hyperglycemia"",""quantity"":null}]",2026-06-04 18:33:15.977+02,2026-06-04 21:03:30.941+02,,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212566,0,punicic acid,1,type 2 diabetes mellitus,32,ready,0,13,Punicic acid: A potential compound of pomegranate seed oil in Type 2 diabetes mellitus management.,https://pubmed.ncbi.nlm.nih.gov/30317607/,30317607,https://doi.org/10.1002/jcp.27556,10.1002/jcp.27556,No PMC available,NULL,"Journal Article, Review",2,NULL,NULL,NULL,2,punicic acid and type 2 diabetes mellitus,Pomegranate,NULL,main ingredient of pomegranate seed oil,"{""2"":{""name"":""oxidative stress"",""benefit_exactly"":""PA exerts antidiabetic effects via various mechanisms, such as reducing inflammatory cytokines, modulating glucose homeostasis, and antioxidant properties."",""benefit_descriptive"":""Punicic acid has antioxidant properties that help reduce oxidative stress.""},""6"":{""name"":""glucose homeostasis"",""benefit_exactly"":""PA exerts antidiabetic effects via various mechanisms, such as reducing inflammatory cytokines, modulating glucose homeostasis, and antioxidant properties."",""benefit_descriptive"":""Punicic acid helps modulate glucose homeostasis.""},""8"":{""name"":""inflammation"",""benefit_exactly"":""PA exerts antidiabetic effects via various mechanisms, such as reducing inflammatory cytokines, modulating glucose homeostasis, and antioxidant properties."",""benefit_descriptive"":""Punicic acid reduces inflammatory cytokines, which helps manage inflammation.""}}","[{""type"":""glucose"",""name"":""glucose"",""benefit"":null,""short_description"":null,""quantity"":null},{""type"":""hba1c"",""name"":""HbA1c"",""benefit"":null,""short_description"":null,""quantity"":null}]",2026-06-04 16:43:10.654+02,2026-06-04 21:03:30.941+02,Punicic acid,5A11,http://id.who.int/icd/entity/119724091,Type 2 diabetes mellitus,Review
2212567,0,ellagic acid,4,obesity,32,ready,0,14,Improvements in Metabolic Health with Consumption of Ellagic Acid and Subsequent Conversion into Urolithins: Evidence and Mechanisms.,https://pubmed.ncbi.nlm.nih.gov/27633111/,27633111,https://doi.org/10.3945/an.116.012575,10.3945/an.116.012575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5015040/,PMC5015040,"Journal Article, Review",2,NULL,NULL,NULL,2,ellagic acid and obesity,NULL,Pomegranate,natural polyphenol,"{""41"":{""name"":""lipid metabolism dysregulation"",""benefit_exactly"":""EA has been investigated extensively because of its antiproliferative action in some cancers, along with its anti-inflammatory effects."",""benefit_descriptive"":""Ellagic acid may help regulate lipid metabolism and reduce inflammation associated with obesity.""}}","[{""type"":""triglycerides"",""name"":""Triglycerides"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may reduce triglyceride levels, improving metabolic health."",""quantity"":null},{""type"":""total_cholesterol"",""name"":""Total Cholesterol"",""benefit"":""EA is effective in attenuating obesity and ameliorating obesity-mediated metabolic complications, such as insulin resistance, type 2 diabetes, nonalcoholic fatty liver disease, and atherosclerosis."",""short_description"":""Ellagic acid may help lower total cholesterol levels."",""quantity"":null}]",2026-06-04 16:37:38.908+02,2026-06-04 21:03:30.941+02,,5B80.0,http://id.who.int/icd/entity/1664144906,Overweight,Review
